QuizID,Category,Subtopic,Title,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"In the ""Worms"" series of video games, which of these weapons is affected by wind?",Air Strike,Bazooka,Grenade,Mortar,Bazooka
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"What is the name of ""Team Fortress 2"" update, in which it became Free-to-play?",Mann-Conomy Update,Über Update,Engineer Update,Pyromania Update,Über Update
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"Half-Life by Valve uses the GoldSrc game engine, which is a highly modified version of what engine?",Source Engine,id Engine,Quake Engine,Doom Engine,Quake Engine
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,What is the default alias that Princess Garnet goes by in Final Fantasy IX?,Quina,Dagger,Dirk,Garnet,Dagger
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"In the Halo series, which era of SPARTAN is Master Chief? ",SPARTAN-II,SPARTAN-III,SPARTAN-I,SPARTAN-IV,SPARTAN-II
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"Blinky, Pinky, Inky and Clyde are characters from which classic video game?",Street Fighter,Pac-Man,Space Invaders,Gauntlet,Pac-Man
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,Who was the voice actor for Snake in Metal Gear Solid V: The Phantom Pain?,Kiefer Sutherland,Hideo Kojima,Norman Reedus,David Hayter,Kiefer Sutherland
255511,Gaming,PC & Console Games,PC & Console Games - Easy Level Challenge,Easy,600,"Which franchise does the creature ""Slowpoke"" originate from?",Sonic The Hedgehog,Yugioh,Pokemon,Dragon Ball,Pokemon
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"In ""Final Fantasy VI"", what is the name of (summoned) Gilgamesh's weakest attack?",Excalisore,Excalisnore,Excalipoor,Excalibore,Excalipoor
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,Where are Terror Fiends more commonly found in the Nintendo game Miitopia?,Otherworld,Peculia,The Sky Scraper,New Lumos,New Lumos
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,What programming language does the Source Engine use?,C++ ,Lua,Java,Python,C++ 
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,How many voice channels does the Nintendo Entertainment System support natively?,5,3,6,4,5
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"Before Super Smash Bros. contained Nintendo characters, what was it known as internally?",Dragon King: The Fighting Game,Smash and Pummel,Contest of Champions,Fighter of the Ages: Conquest,Dragon King: The Fighting Game
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"In the ""Halo"" series, what is the name of the race of aliens humans refer to as ""Grunts""?",Sangheili,Unggoy,Huragok,Yanme'e,Unggoy
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,What was the name of the hero in the 80s animated video game 'Dragon's Lair'?,Dirk the Daring,Sir Toby Belch,Guy of Gisbourne,Arthur,Dirk the Daring
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"Which day in ""Papers, Please"" does the man in red appear?",Day 20,Day 23,Day 17,Day 15,Day 23
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"In ""Sonic the Hedgehog 2"" for the Sega Genesis, what do you input in the sound test screen to access the secret level select?","The first release date of ""Sonic the Hedgehog 2""",The date Sonic Team was founded,"The first release date of ""Sonic the Hedgehog""",The Lead Programmer's birthday,The Lead Programmer's birthday
333607,Gaming,PC & Console Games,PC & Console Games - Hard Level Challenge,Hard,1200,"Who is the victim mentioned in the second KG-8 incident, in Ace attorney Investigations, Case 4?",Shey De Killer,Frank Sahwit,Deid Mann,Raymond Shields,Deid Mann
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,Which game series is set in the fictional world of Spira?,Final Fantasy,Kingdom Hearts,Tales of,Xenosaga,Final Fantasy
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,"In 'The Elder Scrolls V: Skyrim', what is the name of the dragon that serves as the primary antagonist?",Paarthurnax,Alduin,Dovahkiin,Mirmulnir,Alduin
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,Which popular game is set in the fictional world of Rapture?,Fallout,Bioshock,Dishonored,Deus Ex,Bioshock
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,"In ' Portal', what is the name of the AI that guides the player?",SHODAN,GLaDOS,HAL 9000,KITT,GLaDOS
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,Which game is known for its 'DayZ' mod that became a standalone game?,Arma 2,Minecraft,World of Warcraft,Counter-Strike,Arma 2
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,What is the name of the protagonist in 'The Last of Us'?,Ellie,Joel,Tess,Marlene,Joel
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,"Which game is set in the city of Los Santos, a parody of Los Angeles?",Grand Theft Auto V,Red Dead Redemption 2,Watch Dogs: Legion,Saints Row IV,Grand Theft Auto V
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,"In 'Overwatch', which hero is a sniper from the Korean special forces?",Widowmaker,Hanzo,McCree,D.Va,D.Va
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,What is the name of the fictional universe in which 'Halo' is set?,Star Wars Universe,Warhammer 40k Universe,Halo Universe,Mass Effect Universe,Halo Universe
538052,Gaming,PC & Console Games,PC & Console Games - Medium Level Challenge,Medium,900,"Which game is known for its ' Nemesis' system, where enemies can remember the player's actions?",Resident Evil,The Last of Us,Middle-earth: Shadow of Mordor,Dying Light,Middle-earth: Shadow of Mordor
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"In the first game of the Sly Cooper franchise, what family heirloom did Sly Cooper want to steal back?",Thievius Raccoonus,Raccoon Training 101,Raccoonus Teachus,The Art of Sneak,Thievius Raccoonus
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"In ""Phoenix Wright: Ace Attorney"" which character is the District Chief of Police?",Miles Edgeworth,Mike Meekins,Lana Skye,Damon Gant,Damon Gant
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,What is the most expensive weapon in Counter-Strike: Global Offensive?,AWP,M4A1,R8 Revolver,Scar-20/G3SG1,Scar-20/G3SG1
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"What is the name of the world that the MMO ""RuneScape"" takes place in?",Gielinor,Glindor,Azeroth,Zaros,Gielinor
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"What does the D stand for in D-pad, found on most video game controllers?",Dial-up,Dynamic,Design,Directional,Directional
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"What is the boss round featured in the ""Call Of Duty: Zombies"" map ""Five""?",The Pentagon Thief,Hellhounds,Jumping Jacks,Napalm Zombie,The Pentagon Thief
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,Which of the following was a map that was in Team Fortress 2 at launch?,Gold Rush,Gravel Pit,Hoodoo,Upward,Gravel Pit
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"In the video game franchise ""Halo"", what is the UNSC's main opposing faction called?",The Peoples,The Reckoning,The Slaughterers,The Covenant,The Covenant
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,"In the video game ""Postal 2"", what is the name of Postal Dude's dog?",Champ,Krotchy,Snoopy,Duke,Champ
932025,Gaming,Video Games,Video Games - Easy Level Challenge,Easy,600,Valve Corporation is an American video game developer located in which city?,"San Francisco, California","Bellevue, Washington","Seattle, Washington","Austin, Texas","Bellevue, Washington"
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,Which was the first M-rated video game developed by Squaresoft/Square Enix?,Vagrant Story,Front Mission,Final Fantasy VIII,Parasite Eve,Parasite Eve
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,When was Pokemon GO released in North America?,"May 24th, 2016","July 6th, 2016","January 2nd, 2017","June 5th, 2016","July 6th, 2016"
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"What vault in the video game ""Fallout 3"" is the home of multiple clones named Gary?",Vault 101,Vault 21,Vault 87,Vault 108,Vault 108
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"Which Kingdom Hearts game featured the cast of ""The World Ends With You""?",Dream Drop Distance,365/2 Days,Re:Chain of Memories,Birth By Sleep,Dream Drop Distance
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"The Internet Meme ""All your base are belong to us"" is based on the poorly translated English Version of which Video Game?",Star Wars: X-Wing,Wing Commander,F-Zero,Zero Wing,Zero Wing
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"What's the name of the halloween-related Sims 4 Stuff Pack released September 29th, 2015?",Ghosts n' Ghouls,Spooky Stuff,Fearful Frights,Nerving Nights,Spooky Stuff
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,Which souls game was not directed by Hidetaka Miyazaki?,Demon Souls,Dark Souls 2,Dark Souls 3,Dark Souls,Dark Souls 2
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"In the title of the game ""Luigi's Mansion"", what is the only letter to not appear with a pair of eyes in it?",s,n,i,m,s
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,The creeper in Minecraft was the result of a bug while implementing which creature?,Cow,Zombie,Chicken,Pig,Pig
166555,Gaming,Video Games,Video Games - Hard Level Challenge,Hard,1200,"What is the default name of the Vampire character in ""Shining Soul 2"".",Sachs,Bloodstar,Alucard,Dracuul,Bloodstar
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,Which of these Fortnite emotes does NOT involve a sport in some way?,Red Card,Baller,Freestylin',Kick Ups,Freestylin'
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"In the Mario series, which game introduced Mario's Backflip ability?",Donkey Kong (Gameboy),Super Mario 64,Super Mario Galaxy,Super Mario 3D Land,Donkey Kong (Gameboy)
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,What is the name the location-based augmented reality game developed by Niantic before Pokémon GO?,Ingress,Digress,Aggress,Regress,Ingress
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"In the original DOOM games, which of the following demons is a recolor of the Baron of Hell, but is weaker than the Baron?",Mancubus,Arch-Vile,Hell Knight,Pinky,Hell Knight
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"In Call of Duty: Modern Warfare 2, how many consecutive kills does it require to earn the ""Tactical Nuke"" killstreak?",35,25,20,30,25
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"Along with Gabe Newell, who co-founded Valve?",Mike Harrington,Marc Laidlaw,Stephen Bahl,Robin Walker,Mike Harrington
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,Which company developed and published Game Dev Tycoon?,Greenheart Games,MomCorp,The Tycoonists,Greenland Games,Greenheart Games
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"In the co-op shooter Payday 2, which contact helps you break out Hoxton?",Vlad,The Butcher,The Dentist,The Elephant,The Dentist
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"In ""Kingdom Hearts"", what is the name of Sora's home world?",Destiny Islands,Land of Departure,Disney Town,Agrabah,Destiny Islands
179016,Gaming,Video Games,Video Games - Medium Level Challenge,Medium,900,"What is the main character's name in ""Braid""?",James,Jackson,Tim,Boregard,Tim
408017,General Knowledge,Current Affairs,Current Affairs - Easy Level Challenge,Easy,600,Who is the current Secretary-General of the United Nations?,António Guterres,Ban Ki-moon,Tedros Adhanom,Kristalina Georgieva,António Guterres
408017,General Knowledge,Current Affairs,Current Affairs - Easy Level Challenge,Easy,600,Which country hosted the G20 Summit in 2023?,Australia,India,France,United Kingdom,India
408017,General Knowledge,Current Affairs,Current Affairs - Easy Level Challenge,Easy,600,"Who is the current CEO of Tesla, Inc.?",Tim Cook,Bill Gates,Elon Musk,Mark Zuckerberg,Elon Musk
